rank,primary_isbn13,publisher,title,author,category,pub_date,Amazon Product ID,Amazon Rating,Amazon Rating Total,Amazon Price
14,9781250105103,St. Martin's,THE LOST GIRLS,Allison Brennan,E-Book Fiction,2016-11-20,B01E3PS8S8,4.6,343.0,8.99
13,9781625795465,Baen Books,SHADOW OF VICTORY,David Weber,E-Book Fiction,2016-11-20,B01MCVUHBO,3.4,1323.0,6.99
12,9780997263633,KT Publishing,MR. PRESIDENT,Katy Evans,E-Book Fiction,2016-11-20,B01LY39XCK,4.6,763.0,4.99
10,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-11-20,B01CO34K8I,4.6,4726.0,12.99
9,9780698152670,Putnam,ESCAPE CLAUSE,John Sandford,E-Book Fiction,2016-11-20,B01BD1SSA8,4.6,4579.0,9.99
15,9781101907498,Crown Archetype,NOT DEAD YET,Phil Collins,E-Book Nonfiction,2016-11-20,B01JYEUQWO,4.6,2219.0,0.0
6,9780451488015,Berkley,ARCHANGEL'S HEART,Nalini Singh,E-Book Fiction,2016-11-20,B01E4WAGLM,4.7,1033.0,7.99
5,9781101883860,Delacorte,THE AWARD,Danielle Steel,E-Book Fiction,2016-11-20,B01BJSRSF6,4.7,1867.0,8.99
3,9781942834205,BAAE,SAY YOU WANT ME,Corinne Michaels,E-Book Fiction,2016-11-20,B01M4S2AJK,4.7,1757.0,0.0
14,9780735289871,Waterbrook,SHAKEN,Tim Tebow,E-Book Nonfiction,2016-11-20,0735289883,4.8,2903.0,10.01
12,9780062659439,Harper/HarperCollins,CLINTON CASH,Peter Schweizer,E-Book Nonfiction,2016-11-20,0062369296,4.7,3012.0,14.99
7,9781628738988,Skyhorse,DONOVAN,William Stephenson and Richard Dunlop,E-Book Nonfiction,2016-11-20,1626365393,4.6,231.0,14.95
6,9780062238481,Harper,SISTERS IN LAW,Linda Hirshman,E-Book Nonfiction,2016-11-20,0062238477,4.3,619.0,14.49
4,9781621576426,Regnery,GUILTY AS SIN,Edward Klein,E-Book Nonfiction,2016-11-20,1621576418,4.7,1090.0,2.48
2,9780399573965,Putnam,"SEX, LIES  AND SERIOUS MONEY",Stuart Woods,E-Book Fiction,2016-11-13,B01BS7N84S,4.0,1449.0,9.99
5,9780316251310,Orbit,THE BLOOD MIRROR,Brent Weeks,E-Book Fiction,2016-11-13,B01K8S3XJ8,4.6,2731.0,0.0
9,9780374712242,"Farrar, Straus & Giroux",THE SELLOUT,Paul Beatty,E-Book Fiction,2016-11-13,B00MLN1TT0,4.1,2711.0,10.99
7,9781937608538,DLZ Entertainment,SUBMISSION IS NOT ENOUGH,Lexi Blake,E-Book Fiction,2016-11-13,B01JAJPP6A,4.7,509.0,4.99
9,9780345548719,Bantam,THE FLEET AT FLOOD TIDE,James Hornfischer,E-Book Nonfiction,2016-11-13,B01BJSJMHI,4.7,1104.0,9.99
13,9780544453678,Houghton Mifflin Harcourt,GUNSLINGER,Jeff Pearlman,E-Book Nonfiction,2016-11-13,B01LZ32HD8,4.6,503.0,0.0
14,9780062469762,Dey Street/Morrow,A LITTLE THING CALLED LIFE,Linda Thompson,E-Book Nonfiction,2016-11-13,B01I28A3SK,4.5,1293.0,0.0
15,9780385530873,Nan A. Talese,A LOWCOUNTRY HEART,Pat Conroy,E-Book Nonfiction,2016-11-13,0385530862,4.7,468.0,15.81
10,9780062425478,Morrow/HarperCollins,FAMILY TREE,Susan Wiggs,E-Book Fiction,2016-11-13,0062425447,4.6,1361.0,11.42
11,9781466887336,St. Martin's,NIGHT WATCH,Iris Johansen and Roy Johansen,E-Book Fiction,2016-11-13,B01DSWKABU,4.7,596.0,9.99
14,9781942833284,Flip City Media,MARRIAGE GAMES,C D Reiss,E-Book Fiction,2016-11-13,B01MPZTV5A,4.5,894.0,5.99
15,9781943781249,Fog City,LUKE,Barbara Freethy,E-Book Fiction,2016-11-13,B01LOV6IPY,4.4,327.0,0.0
8,9780997426229,Emma Chase,ROYALLY SCREWED,Emma Chase,E-Book Fiction,2016-11-06,B01M1A1GC2,4.4,1638.0,0.0
15,9781455568130,Grand Central,MISSING,James Patterson and Kathryn Fox,E-Book Fiction,2016-11-06,B01BU1IUPE,4.4,1543.0,9.99
13,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-11-06,B01FQLZSPY,4.5,2427.0,8.99
12,9780062491817,Harper/HarperCollins,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-11-06,0062491830,4.0,4826.0,10.13
10,9780812997842,Dial,THE TRUTH ACCORDING TO US,Annie Barrows,E-Book Fiction,2016-11-06,0812997840,4.2,1021.0,0.0
9,9780698411449,Dutton,HOME,Harlan Coben,E-Book Fiction,2016-11-06,B01COJUGOE,4.6,6192.0,9.99
2,9781455536900,Grand Central,THE OBSIDIAN CHAMBER,Douglas Preston and Lincoln Child,E-Book Fiction,2016-11-06,B01FD96JIE,4.5,2770.0,9.99
15,9780316337564,"Little, Brown",TRUEVINE,Beth Macy,E-Book Nonfiction,2016-11-06,B01BKSLGHG,4.3,322.0,11.99
14,9780385535748,Doubleday,HERO OF THE EMPIRE,Candice Millard,E-Book Nonfiction,2016-11-06,0307948781,4.7,1502.0,14.99
13,9781501153280,Simon & Schuster,THEY'RE PLAYING OUR SONG,Carole Bayer Sager,E-Book Nonfiction,2016-11-06,B01LZC9W2T,4.5,374.0,0.0
12,9781579657314,Artisan,BETTER THAN NEW,Nicole Curtis,E-Book Nonfiction,2016-11-06,1579656676,4.7,690.0,9.35
11,9781476723440,Atria,HUNGRY HEART,Jennifer Weiner,E-Book Nonfiction,2016-11-06,B00A25FA3K,4.4,422.0,13.99
8,9780062457530,Dey Street/Morrow,BUFFERING,Hannah Hart,E-Book Nonfiction,2016-11-06,B01J221CIU,4.8,582.0,0.0
14,9780735221093,Viking,THE TRESPASSER,Tana French,E-Book Fiction,2016-11-06,B08X6P8DH7,4.6,532.0,0.0
15,9781682307168,Claire Contreras,THE PLAYER,Claire Contreras,E-Book Fiction,2016-10-30,B08FFVRR8D,4.5,710.0,0.0
14,9781101871362,Pantheon,PRECIOUS AND GRACE,Alexander McCall Smith,E-Book Fiction,2016-10-30,B01AQO0IJM,4.7,1783.0,9.99
15,9781455559640,Grand Central,BETWEEN BREATHS,Elizabeth Vargas,E-Book Nonfiction,2016-10-30,B01K8OSWKW,4.6,1398.0,0.0
14,9780306823077,Da Capo,I AM BRIAN WILSON,Brian Wilson and Ben Greenman,E-Book Nonfiction,2016-10-30,B01IWDWL62,4.5,766.0,0.0
12,9781101906224,Crown Forum,A TORCH KEPT LIT,William F Buckley Jr,E-Book Nonfiction,2016-10-30,B01LY91A3T,4.6,513.0,0.0
10,9781476793887,Scribner,A LIFE IN PARTS,Bryan Cranston,E-Book Nonfiction,2016-10-30,B01F7MT78Q,4.7,1572.0,0.0
8,9780997217834,Toya Wright,IN MY OWN WORDS ... MY REAL REALITY,Toya Wright,E-Book Nonfiction,2016-10-30,163758167X,4.3,18.0,23.43
7,9781942288091,CP Publishing,GOING DOWN FAST,Carly Phillips,E-Book Fiction,2016-10-30,B01IILS7MU,4.3,1308.0,4.99
4,9781101987759,Berkley,CRIMSON DEATH,Laurell K Hamilton,E-Book Fiction,2016-10-30,B01KBM0YPM,4.4,2827.0,0.0
3,9781476723440,Simon & Schuster,HUNGRY HEART,Jennifer Weiner,E-Book Nonfiction,2016-10-30,1737142503,5.0,8.0,20.0
12,9781101968147,Loveswept,SUGAR FREE,Sawyer Bennett,E-Book Fiction,2016-10-30,B01AQO16PW,4.5,321.0,7.99
7,9781501128004,Gallery Books,BEAUTIFUL,Christina Lauren,E-Book Fiction,2016-10-23,B01CO349PW,4.6,816.0,8.99
6,9780553391749,Ballantine,TWELVE DAYS OF CHRISTMAS,Debbie Macomber,E-Book Fiction,2016-10-23,B01AERZQLQ,4.6,1823.0,4.99
15,9781455566082,Forever,FOUR LETTER WORD,J Daniels,E-Book Fiction,2016-10-23,B01BKSLGW6,4.4,794.0,5.99
10,9780316403443,"Little, Brown",TODAY WILL BE DIFFERENT,Maria Semple,E-Book Fiction,2016-10-23,B01A5VQUKM,3.4,1138.0,11.99
12,9781101991770,Signet,DOWN SHIFT,K Bromberg,E-Book Fiction,2016-10-23,B01ASO6JGQ,4.8,843.0,7.99
14,9781466867505,St. Martin's,COMETH THE HOUR,Jeffrey Archer,E-Book Fiction,2016-10-23,B00YWZU0MC,4.5,7140.0,9.99
11,9780698164598,Putnam,BROKEN TRUST,WEB Griffin and William E Butterworth,E-Book Fiction,2016-10-23,B01BD1SSL2,4.4,790.0,9.99
8,9780316261159,"Little, Brown",WINTER STORMS,Elin Hilderbrand,E-Book Fiction,2016-10-23,B01BKSLGLW,4.6,3508.0,7.99
9,9780316306072,Hachette Books,DISRUPTED,Dan Lyons,E-Book Nonfiction,2016-10-23,B01DDV6SYY,4.4,1371.0,0.0
7,9780062217226,Harper,WAITING TO BE HEARD,Amanda Knox,E-Book Nonfiction,2016-10-23,B00C0Y1742,4.5,1600.0,0.0
4,9780994054432,Elle Kennedy,THE GOAL,Elle Kennedy,E-Book Fiction,2016-10-16,B01FTC8I84,4.5,4902.0,4.99
5,9780316317542,"Little, Brown",WOMAN OF GOD,James Patterson and Maxine Paetro,E-Book Fiction,2016-10-16,B01C37XEXC,4.4,1566.0,1.99
6,9781250010728,St. Martin's,THE SILENT SISTER,Diane Chamberlain,E-Book Fiction,2016-10-16,B00NP9394C,4.4,5256.0,0.0
7,9781459294943,HQN,SNOWFALL ON HAVEN POINT,RaeAnne Thayne,E-Book Fiction,2016-10-16,B01EF30ZU2,4.7,682.0,6.99
8,9781942295839,HTJB,SEX MACHINE,Marie Force,E-Book Fiction,2016-10-16,B01LXYXYFP,4.6,576.0,0.0
10,9781460395950,Mira,THE LIFE SHE WANTS,Ron Carr,E-Book Fiction,2016-10-16,B01BSFBUZY,4.6,1083.0,8.99
11,9780062349057,Avon,DO YOU WANT TO START A SCANDAL,Tessa Dare,E-Book Fiction,2016-10-16,B01A5BWG9Q,4.5,1110.0,8.99
12,9781476738031,Washington Square Press,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-10-16,1476738025,4.6,41790.0,7.63
13,9781460395929,Mira,DARKEST JOURNEY,Heather Graham,E-Book Fiction,2016-10-16,B01BSEZLX2,4.6,437.0,6.99
14,9781617732294,Kensington,CHRISTMAS CARAMEL MURDER,Joanne Fluke,E-Book Fiction,2016-10-16,B01A4APJII,4.4,1479.0,6.99
15,9780062448057,Avon,THE TROUBLE WITH MISTLETOE,Jill Shalvis,E-Book Fiction,2016-10-16,B01A5CEK3A,4.4,588.0,7.99
6,9780385354394,Knopf,HITLER: ASCENT 1889-1939,Volker Ullrich,E-Book Nonfiction,2016-10-16,1101872055,4.7,533.0,20.05
10,9781250082367,St. Martin's,LUST AND WONDER,Augusten Burroughs,E-Book Nonfiction,2016-10-16,0312424825,4.5,747.0,9.19
12,9781510703186,Skyhorse,THE QUANTUM RULES,Kunal K Das,E-Book Nonfiction,2016-10-16,1632204592,4.0,123.0,16.99
15,9780544814554,Houghton Mifflin Harcourt,WHEN NOBODY WAS WATCHING,Carli Lloyd with Wayne Coffey,E-Book Nonfiction,2016-10-16,1328745627,4.8,422.0,12.18
3,9780698136786,Ace,MAGIC BINDS,Ilona Andrews,E-Book Fiction,2016-10-09,B01AHKXIB0,4.8,2509.0,8.99
4,9780062430236,Morrow/HarperCollins,THE KEPT WOMAN,Karin Slaughter,E-Book Fiction,2016-10-09,B01K071H6I,4.6,4774.0,0.0
5,9780062316073,Avon,IMMORTAL NIGHTS,Lynsay Sands,E-Book Fiction,2016-10-09,B01A5BWF74,4.7,993.0,7.99
6,9781101202951,Putnam,THE BONESETTER'S DAUGHTER,Amy Tan,E-Book Fiction,2016-10-09,0345457374,4.5,1408.0,12.99
8,9781942215493,Vi Keeland,PLAYBOY PILOT,Penelope Ward and Vi Keeland,E-Book Fiction,2016-10-09,B01LXKF3TR,4.6,1646.0,0.0
9,9781451681765,Scribner,THE LIGHT BETWEEN OCEANS,M L Stedman,E-Book Fiction,2016-10-09,1451681755,4.5,21686.0,11.06
10,9781101987988,Berkley,APPRENTICE IN DEATH,J D Robb,E-Book Fiction,2016-10-09,B019DHP654,4.8,5223.0,7.99
15,9781101982624,Putnam,BEST. STATE. EVER,Dave Barry,E-Book Nonfiction,2016-10-09,B01BS7N74E,4.5,839.0,12.99
14,9780062643148,Morrow,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,E-Book Nonfiction,2016-10-09,B01HGYXT3M,4.7,1138.0,0.0
11,9781501141034,Howard,UNHOLY ALLIANCE,Jay Sekulow,E-Book Nonfiction,2016-10-09,B01KBDQ7EI,4.6,402.0,0.0
10,9781501125188,Howard Books,BELIEVING IN MAGIC,Cookie Johnson with Denene Millner,E-Book Nonfiction,2016-10-09,B01KGL9LZ2,4.6,387.0,0.0
8,9780812993639,Spiegel & Grau,BASED ON A TRUE STORY,Norm Macdonald,E-Book Nonfiction,2016-10-09,B01L0GDSHY,4.5,2252.0,0.0
15,9781501132940,Scout,THE WOMAN IN CABIN 10,Ruth Ware,E-Book Fiction,2016-10-09,B019DKO5BM,4.2,11371.0,12.99
14,9780345539984,Delacorte,THRICE THE BRINDED CAT HATH MEW'D,Alan Bradley,E-Book Fiction,2016-10-09,B01BAU2KSI,4.5,668.0,4.99
12,9781942835035,Paige Press,CHANDLER,Laurelin Paige,E-Book Fiction,2016-10-09,B01LZRKEXS,4.4,649.0,0.0
6,9781101904664,Crown/Archetype,IN SUCH GOOD COMPANY,Carol Burnett,E-Book Nonfiction,2016-10-02,B01JKBTZBY,4.6,975.0,0.0
8,9780062467010,Dey Street/ Morrow,FORWARD,Ab Wambach,E-Book Nonfiction,2016-10-02,B01GONYE08,4.6,836.0,0.0
13,9780385542081,Nan A. Talese,NUTSHELL,Ian McEwan,E-Book Fiction,2016-10-02,0525431942,4.1,1881.0,12.15
11,9781476738031,Atria Books,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-10-02,1476738025,4.6,41790.0,7.63
10,9780385349758,Knopf,RAZOR GIRL,Carl Hiaasen,E-Book Fiction,2016-10-02,B019B6TVUI,4.4,3198.0,9.99
8,9780698166608,Putnam,ROBERT B. PARKER'S DEBT TO PAY,Reed Farrel Coleman,E-Book Fiction,2016-10-02,B01BS7N744,4.3,1556.0,9.99
5,9780698157521,Viking,AN OBVIOUS FACT,Craig Johnson,E-Book Fiction,2016-10-02,B017SCQLEG,4.7,2596.0,11.99
10,9780698408869,Blue Rider,GOOD VIBRATIONS,Mike Love,E-Book Nonfiction,2016-10-02,B01K3II1KE,4.5,623.0,0.0
2,9780062491817,Harper,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-10-02,0062491830,4.0,4826.0,10.13
7,9781455568239,Center Street,SCORCHED EARTH,Michael Savage,E-Book Nonfiction,2016-10-02,B01L2KC4DC,4.7,949.0,0.0
3,9780399183997,Putnam,PIRATE,Clive Cussler and Robin Burcell,E-Book Fiction,2016-10-02,B01INZNCJY,4.6,2074.0,0.0
11,9781627796071,Holt,I'M JUDGING YOU,Luvvie Ajayi,E-Book Nonfiction,2016-10-02,1627796061,4.5,2148.0,0.25
12,9780307461209,Crown Archetype,THIS TIME TOGETHER,Carol Burnett,E-Book Nonfiction,2016-10-02,B003FOOGB2,4.7,2212.0,0.0
13,9781480413474,Delphinium,"MY NEW ORLEANS, GONE AWAY",Peter M Wolf,E-Book Nonfiction,2016-10-02,1883285623,4.1,84.0,13.38
13,9781493018376,Lyons,PEREGRINE SPRING,Nancy Cowan,E-Book Nonfiction,2016-09-25,1493029975,4.9,125.0,24.95
2,9780062297730,Morrow/HarperCollins,DOWNFALL,J A Jance,E-Book Fiction,2016-09-25,B017R4JVOC,4.7,1384.0,6.99
6,9781501132476,Gallery Books,IT'S NOT OKAY,Andi Dorfman,E-Book Nonfiction,2016-09-25,B01CUOXP1Y,3.7,1239.0,0.0
9,9780735220799,Viking,THE PIGEON TUNNEL,John le Carré,E-Book Nonfiction,2016-09-25,B01D9H1RXO,4.5,1331.0,12.99
10,9780698407480,Penguin Press,THE RED BANDANNA,Tom Rinaldi,E-Book Nonfiction,2016-09-25,0143130072,4.7,744.0,17.0
14,9781451698237,Scribner,"CARRY ON, WARRIOR",Glennon Doyle Melton,E-Book Nonfiction,2016-09-25,B00BL44W0S,4.7,3144.0,0.0
6,9781101987513,Berkley,I LET YOU GO,Clare Mackintosh,E-Book Fiction,2016-09-25,0451490525,4.3,6472.0,8.99
8,9780062325426,Morrow/HarperCollins,DEPRAVED HEART,Patricia Cornwell,E-Book Fiction,2016-09-25,B00SRXKTBC,3.9,5464.0,9.99
10,9780316361521,BookShots,113 MINUTES,James Patterson with Max DiLallo,E-Book Fiction,2016-09-25,0316317187,4.5,735.0,4.99
12,9780698196254,Berkley,GUARDIAN'S MATE,Jennifer Ashley,E-Book Fiction,2016-09-25,B0191X34OA,4.7,326.0,7.99
13,9781455568208,Forever,THE PROTECTOR,Jodi Ellen Malpas,E-Book Fiction,2016-09-25,B018GWS45G,4.4,1269.0,2.99
2,9780316322416,"Little, Brown",I AM MALALA,Malala Yousafzai with Christina Lamb,E-Book Nonfiction,2016-09-18,0316322423,4.6,8567.0,13.65
14,9780385354295,Knopf,THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,E-Book Fiction,2016-09-18,B00VGIKA6O,4.1,17495.0,0.0
15,9781501107481,Simon & Schuster,THE JEALOUS KIND,James Lee Burke,E-Book Fiction,2016-09-18,B01ES88BCI,4.4,1058.0,0.0
9,9781460394137,HQN,ALWAYS A COWBOY,Linda Lael Miller,E-Book Fiction,2016-09-18,B01BBUQHAE,4.6,536.0,6.99
10,9780062379443,Avon,A SCOT IN THE DARK,Sarah MacLean,E-Book Fiction,2016-09-18,B0191FR6CY,4.4,759.0,6.99
7,9781420140644,Zebra,FAST AND LOOSE,Fern Michaels,E-Book Fiction,2016-09-18,B0190HGU70,4.6,1018.0,1.99
2,9780425285374,Delacorte,RUSHING WATERS,Danielle Steel,E-Book Fiction,2016-09-18,B0190HN0FU,4.6,2939.0,6.99
10,9780385536721,Doubleday,AMERICAN HEIRESS,Jeffrey Toobin,E-Book Nonfiction,2016-09-18,B01CRJ5SFS,4.4,643.0,0.0
14,9781429909952,St. Martin's,KISS ME LIKE A STRANGER,Gene Wilder,E-Book Nonfiction,2016-09-18,B00080916G,4.5,937.0,0.0
13,9781621575320,Regnery,HILLARY'S AMERICA,Dinesh D'Souza,E-Book Nonfiction,2016-09-18,1621573478,4.7,2008.0,3.43
11,9781630060596,Humanix,ARMAGEDDON,Dick Morris and Eileen McGann,E-Book Nonfiction,2016-09-18,B01FCLLLDQ,4.4,1492.0,8.38
9,9780316404648,"Little, Brown",THE KINGDOM OF SPEECH,Tom Wolfe,E-Book Nonfiction,2016-09-18,0316404632,4.5,412.0,9.79
8,9780310522560,Zondervan,NO GOD BUT ONE - ALLAH OR JESUS?,Nabeel Qureshi,E-Book Nonfiction,2016-09-18,B01IAIZF6M,4.9,1508.0,0.0
9,9780061980244,HarperCollins,THE PACT,Jodi Picoult,E-Book Fiction,2016-09-11,B001KDQ4KQ,4.5,5366.0,6.99
11,9780316284554,"Little, Brown",BULLSEYE,James Patterson and Michael Ledwidge,E-Book Fiction,2016-09-11,B01A5VQTL2,4.6,3133.0,9.99
12,9781942295518,HTJB,RAVENOUS,M S Force,E-Book Fiction,2016-09-11,B01HDNEFGQ,4.8,527.0,4.99
14,9781101989722,Berkley,WILD EMBRACE,Nalini Singh,E-Book Fiction,2016-09-11,B018RVBU7U,4.7,540.0,11.99
15,9781501150319,Gallery Books,INSIDIOUS,Catherine Coulter,E-Book Fiction,2016-09-11,B01BT5YB8G,4.5,2742.0,8.99
1,9780062405630,Morrow/HarperCollins,FIRST STAR I SEE TONIGHT,Susan Elizabeth Phillips,E-Book Fiction,2016-09-11,B018QLY6QS,4.6,1428.0,8.49
3,9780345459527,Ballantine,SUMMER ISLAND,Kristin Hannah,E-Book Fiction,2016-09-11,B000FC1KKC,4.5,6340.0,7.99
14,9781455568888,Center Street,CRISIS OF CHARACTER,Gary J Byrne with Grant M Schmidt,E-Book Nonfiction,2016-09-11,1455568899,4.1,7485.0,15.99
8,9780062410177,Avon,WITH EVERY BREATH,Maya Banks,E-Book Fiction,2016-09-11,B010LU8UZ0,4.3,413.0,7.99
3,9781501155789,Scribner,TRUMP REVEALED,Michael Kranish and Marc Fisher,E-Book Nonfiction,2016-09-11,1501156527,4.4,480.0,11.99
5,9780735214477,Sentinel,IN TRUMP WE TRUST,Ann Coulter,E-Book Nonfiction,2016-09-11,B01J1VMREU,4.7,894.0,0.0
10,9780345544810,Ballantine,THE PERFECT HORSE,Elizabeth Letts,E-Book Nonfiction,2016-09-11,034554482X,4.7,1536.0,10.46
15,9780062190819,Morrow,KILLING ORDERS,Sara Paretsky,E-Book Fiction,2016-09-04,B00655U5MW,4.4,310.0,9.99
13,9780062194862,Morrow,PORCH LIGHTS,Dorothea Benton Frank,E-Book Fiction,2016-09-04,0062211765,4.6,1310.0,10.39
10,9780061795206,HarperCollins,THE BLESSING WAY,Tony Hillerman,E-Book Fiction,2016-09-04,B000FC10VQ,4.5,1769.0,10.99
2,9780553392692,Bantam,CURIOUS MINDS,Janet Evanovich and Phoef Sutton,E-Book Fiction,2016-09-04,B01I5HRFES,4.5,2187.0,0.0
7,9781942215479,Penelope Ward,NEIGHBOR DEAREST,Penelope Ward,E-Book Fiction,2016-09-04,B01KECD8FW,4.6,1228.0,4.99
8,9781250099631,St. Martin’s,DAMAGED,Lisa Scottoline,E-Book Fiction,2016-09-04,B01B1MWLHU,4.5,1016.0,8.99
14,9780679645986,Spiegel & Grau,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,E-Book Nonfiction,2016-09-04,0812993543,4.7,18751.0,12.92
15,9780062441393,Custom House/Morrow,POWERHOUSE,James Andrew Miller,E-Book Nonfiction,2016-09-04,0062441388,4.3,300.0,18.99
3,9780061885075,HarperCollins,IN THE SANCTUARY OF OUTCASTS,Neil White,E-Book Nonfiction,2016-09-04,0061351636,4.5,1011.0,9.29
8,9781476758756,Touchstone,"THREE SISTERS, THREE QUEENS",Philippa Gregory,E-Book Fiction,2016-08-28,B01CUN6KU8,4.4,3003.0,0.0
9,9781101988978,Berkley,REAPER'S FIRE,Joanna Wylde,E-Book Fiction,2016-08-28,B016JPTGDQ,4.5,697.0,5.99
12,9780062425478,Morrow,FAMILY TREE,Susan Wiggs,E-Book Fiction,2016-08-28,0062425447,4.6,1361.0,11.42
14,9781501110375,Atria,IT ENDS WITH US,Colleen Hoover,E-Book Fiction,2016-08-28,1501110365,4.7,57852.0,12.79
15,9781945253157,Oak Press,EVERY BEAT OF MY HEART,Bella Andre,E-Book Fiction,2016-08-28,B01JVEHJPO,4.5,351.0,2.99
13,9781250087119,St. Martin's,ADNAN'S STORY,Rabia Chaudry,E-Book Nonfiction,2016-08-28,B01GW1RZR6,4.7,701.0,0.0
15,9781612196336,Melville House,THE MAKING OF DONALD TRUMP,David Cay Johnston,E-Book Nonfiction,2016-08-28,1612196322,4.6,1198.0,17.48
6,9780062434784,Morrow/HarperCollins,CLOSE TO YOU,Kristen Pro,E-Book Fiction,2016-08-28,B01825C55M,4.5,445.0,6.99
11,9781942215462,Vi Keeland,BOSSMAN,Vi Keeland,E-Book Fiction,2016-08-28,B01IMFDR9A,4.6,4013.0,3.99
4,9780062499042,Witness Impulse,RANDOM ACTS,J A Jance,E-Book Fiction,2016-08-28,B019MMUAXS,4.6,1160.0,2.49
5,9780718021771,Thomas Nelson,"A HOBBIT, A WARDROBE, AND A GREAT WAR",Joseph Loconte,E-Book Nonfiction,2016-08-28,0718091450,4.7,762.0,13.59
11,9781588364098,Random House,GRACE AND POWER,Sally Bedell-Smith,E-Book Nonfiction,2016-08-28,B00026WUQ4,4.3,168.0,0.0
3,9780062342867,Harper,HER AGAIN,Michael Schulman,E-Book Nonfiction,2016-08-28,B01BMUGIRA,4.0,393.0,0.0
2,9780440335160,Dell,OUTLANDER,Diana Gabaldon,E-Book Fiction,2016-08-28,B000GW8NVA,4.7,39171.0,0.0
8,9781476798912,Threshold,LIARS,Glenn Beck,E-Book Nonfiction,2016-08-21,B01HTXJS26,4.8,638.0,0.0
11,9781588369390,Spiegel & Grau,THE HIDDEN BRAIN,Shankar Vedantam,E-Book Nonfiction,2016-08-21,B00355AR9Q,4.5,321.0,0.0
2,9780698179967,Penguin Press,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,E-Book Nonfiction,2016-08-21,0143109251,4.4,2980.0,15.99
12,9781250092410,St. Martin's,DRAGONMARK,Sherrilyn Kenyon,E-Book Fiction,2016-08-21,B016I8G6XW,4.3,1346.0,8.99
10,9780307418708,Random House,WASHINGTON'S SPIES,Alexander Rose,E-Book Nonfiction,2016-08-21,B00GGBDWAW,4.6,1305.0,0.0
12,9781588367334,Random House,EMPIRES OF THE SEA,Roger Crowley,E-Book Nonfiction,2016-08-21,B001DIH1XW,4.7,767.0,0.0
13,9781501139536,Simon & Schuster,PRESTO!,Penn Jillette,E-Book Nonfiction,2016-08-21,B01KIHHRMS,4.3,829.0,0.0
14,9781101584989,Berkley,THE HYPNOTIST'S LOVE STORY,Liane Moriarty,E-Book Fiction,2016-08-21,B0074VTH2U,4.3,7999.0,9.99
9,9780812998610,Random House,THE GIRLS,Emma Cline,E-Book Fiction,2016-08-21,0812988027,3.7,3288.0,0.0
7,9780316361644,BookShots,CHASE,James Patterson with Michael Ledwidge,E-Book Fiction,2016-08-21,0316317179,4.5,1589.0,3.98
6,9780698197763,Berkley,DARK CAROUSEL,Christine Feehan,E-Book Fiction,2016-08-21,B01839Q512,4.8,1948.0,7.99
3,9780399185281,Putnam,SMOOTH OPERATOR,Stuart Woods and Parnell Hall,E-Book Fiction,2016-08-21,B01BD1SV5K,4.5,1341.0,9.99
2,9780553391848,Random House,SWEET TOMORROWS,Debbie Macomber,E-Book Fiction,2016-08-21,B017QLRN1Y,4.7,3231.0,5.99
11,9781459294004,Mira,SWEPT AWAY,Ron Carr,E-Book Fiction,2016-08-14,B016UG7EJW,4.5,501.0,9.99
12,9780997540604,Max Monroe,TAPPING THE BILLIONAIRE,Max Monroe,E-Book Fiction,2016-08-14,B01ERT16PW,4.6,2591.0,0.0
14,9780007554867,William Collins,THE GIRL WITH SEVEN NAMES,Hyeonseo Lee with David John,E-Book Nonfiction,2016-08-14,0007554850,4.7,9285.0,14.58
12,9781501127250,Threshold Editions,THE LAST PUNISHER,Kevin Lacz and Lindsey Lacz,E-Book Nonfiction,2016-08-14,B01JZSK5TS,4.8,1844.0,0.0
11,9781627797887,Holt,BILL O'REILLY'S LEGENDS AND LIES: THE PATRIOTS,David Fisher,E-Book Nonfiction,2016-08-14,B01D3E1NKK,4.7,2248.0,0.0
7,9781634508322,Skyhorse,AGONY AND ELOQUENCE,Daniel L Mallock,E-Book Nonfiction,2016-08-14,163450528X,4.3,84.0,25.37
13,9781101904237,Crown/Archetype,DARK MATTER,Blake Crouch,E-Book Fiction,2016-08-14,B0180T0IUY,4.5,14412.0,13.99
14,9781455561803,Grand Central,BEFORE THE FALL,Noah Hawley,E-Book Fiction,2016-08-14,B0151YQUTE,4.1,5833.0,9.99
10,9781460395646,Mira,DEADLY FATE,Heather Graham,E-Book Fiction,2016-08-14,B01B1IAAC2,4.6,442.0,6.99
8,9780698193048,New American Library,THE ANGELS' SHARE,J R Ward,E-Book Fiction,2016-08-14,B0191X34KE,4.7,1016.0,8.99
