rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
13,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2022-01-01
14,,9781508236610,Simon & Schuster Audio,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Audio Fiction,2022-01-01
15,0063112264,9780063112261,HarperAudio,AUTOPSY,Patricia Cornwell,Audio Fiction,2022-01-01
1,,9781980060338,Recorded Books,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Audio Fiction,2021-12-01
2,,9781427201447,Macmillan Audio,DUNE,Frank Herbert,Audio Fiction,2021-12-01
3,0593168496,9780593168493,Random House Audio,THE JUDGE'S LIST,John Grisham,Audio Fiction,2021-12-01
4,1549107631,9781549107634,Hachette Audio,THE DARK HOURS,Michael Connelly,Audio Fiction,2021-12-01
5,,9781593974558,Macmillan Audio,THE EYE OF THE WORLD,Robert Jordan,Audio Fiction,2021-12-01
6,,9781250810700,Macmillan Audio,APPLES NEVER FALL,Liane Moriarty,Audio Fiction,2021-12-01
7,1549160605,9781549160608,Hachette Audio,MERCY,David Baldacci,Audio Fiction,2021-12-01
8,,9781797128450,Simon & Schuster Audio,GAME ON,Janet Evanovich,Audio Fiction,2021-12-01
9,0593452100,9780593452103,Penguin Audio,THE LINCOLN HIGHWAY,Amor Towles,Audio Fiction,2021-12-01
10,,9781250810656,Macmillan Audio,THE BECOMING,Nora Roberts,Audio Fiction,2021-12-01
11,0593452747,9780593452745,Random House Audio,BETTER OFF DEAD,Lee Child and Andrew Child,Audio Fiction,2021-12-01
12,0593458826,9780593458822,Penguin Audio,NEVER,Ken Follett,Audio Fiction,2021-12-01
13,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-12-01
14,0593460618,9780593460610,Random House Audio,THRAWN ASCENDANCY: LESSER EVIL,Timothy Zahn,Audio Fiction,2021-12-01
15,,DBKADBL053924,Audible Studios,REAPER,Will Wight,Audio Fiction,2021-12-01
1,,9781427201447,Macmillan Audio,DUNE,Frank Herbert,Audio Fiction,2021-11-01
2,0593168496,9780593168493,Random House Audio,THE JUDGE'S LIST,John Grisham,Audio Fiction,2021-11-01
3,,9781250810700,Macmillan Audio,APPLES NEVER FALL,Liane Moriarty,Audio Fiction,2021-11-01
4,0593452100,9780593452103,Penguin Audio,THE LINCOLN HIGHWAY,Amor Towles,Audio Fiction,2021-11-01
5,,9781797128511,Simon & Schuster Audio,STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Audio Fiction,2021-11-01
6,0593452747,9780593452745,Random House Audio,BETTER OFF DEAD,Lee Child and Andrew Child,Audio Fiction,2021-11-01
7,,DORORIG001598,Audible Originals,THE SANDMAN: ACT II,Neil Gaiman and Dirk Maggs,Audio Fiction,2021-11-01
8,1478992689,9781478992684,Hachette Audio,THE WISH,Nicholas Sparks,Audio Fiction,2021-11-01
9,,9781797123196,Simon & Schuster Audio,THE LAST THING HE TOLD ME,Laura Dave,Audio Fiction,2021-11-01
10,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-11-01
11,,9781488211690,Harlequin Audio,LOCAL WOMAN MISSING,Mary Kubica,Audio Fiction,2021-11-01
12,,9781797128535,Simon & Schuster Audio,CLOUD CUCKOO LAND,Anthony Doerr,Audio Fiction,2021-11-01
13,,9781797122700,Simon & Schuster Audio,BILLY SUMMERS,Stephen King,Audio Fiction,2021-11-01
14,,9781508236610,Simon & Schuster Audio,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Audio Fiction,2021-11-01
15,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-11-01
1,,9781250810700,Macmillan Audio,APPLES NEVER FALL,Liane Moriarty,Audio Fiction,2021-10-01
2,,DORORIG001598,Audible Originals,THE SANDMAN: ACT II,Neil Gaiman and Dirk Maggs,Audio Fiction,2021-10-01
3,,9781797123196,Simon & Schuster Audio,THE LAST THING HE TOLD ME,Laura Dave,Audio Fiction,2021-10-01
4,,9781427201447,Macmillan Audio,DUNE,Frank Herbert,Audio Fiction,2021-10-01
5,,9781797122700,Simon & Schuster Audio,BILLY SUMMERS,Stephen King,Audio Fiction,2021-10-01
6,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-10-01
7,,9781797128269,Simon & Schuster Audio,VINCE FLYNN: ENEMY AT THE GATES,Kyle Mills,Audio Fiction,2021-10-01
8,,9781250810625,Macmillan Audio,FORGOTTEN IN DEATH,J.D. Robb,Audio Fiction,2021-10-01
9,0593453166,9780593453162,Penguin Audio,A SLOW FIRE BURNING,Paula Hawkins,Audio Fiction,2021-10-01
10,,9781797128375,Penguin Audio,THE NIGHT SHE DISAPPEARED,Lisa Jewell,Audio Fiction,2021-10-01
11,,9781508236610,Simon & Schuster Audio,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Audio Fiction,2021-10-01
12,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-10-01
13,1478916613,9781478916611,Hachette Audio,THE WISDOM OF CROWDS,Joe Abercrombie,Audio Fiction,2021-10-01
14,,9781593974558,Macmillan Audio,THE EYE OF THE WORLD,Robert Jordan,Audio Fiction,2021-10-01
15,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-10-01
1,,9781797122700,Simon & Schuster Audio,BILLY SUMMERS,Stephen King,Audio Fiction,2021-09-01
2,,9781797123196,Simon & Schuster Audio,THE LAST THING HE TOLD ME,Laura Dave,Audio Fiction,2021-09-01
3,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-09-01
4,,9781427201447,Macmillan Audio,DUNE,Frank Herbert,Audio Fiction,2021-09-01
5,0593348400,9780593348406,Random House Audio,WE WERE NEVER HERE,Andrea Bartz,Audio Fiction,2021-09-01
6,,9781250810687,Macmillan Audio,THE MADNESS OF CROWDS,Louise Penny,Audio Fiction,2021-09-01
7,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-09-01
8,,9781984845344,Random House Audio,MALIBU RISING,Taylor Jenkins Reid,Audio Fiction,2021-09-01
9,,9781508236610,Simon & Schuster Audio,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Audio Fiction,2021-09-01
10,154913339X,9781549133398,Hachette Audio,BLOODLESS,Douglas Preston and Lincoln Child,Audio Fiction,2021-09-01
11,,DBKADBL032949,Audible Studios,NOLYN,Michael J. Sullivan,Audio Fiction,2021-09-01
12,0593412508,9780593412503,Penguin Audio,THE PAPER PALACE,Miranda Cowley Heller,Audio Fiction,2021-09-01
13,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-09-01
14,1508212694,9781508212690,Simon & Schuster Audio,IT ENDS WITH US,Colleen Hoover,Audio Fiction,2021-09-01
15,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-09-01
1,,9781797123196,Simon & Schuster Audio,THE LAST THING HE TOLD ME,Laura Dave,Audio Fiction,2021-08-01
2,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-08-01
3,0593412508,9780593412503,Penguin Audio,THE PAPER PALACE,Miranda Cowley Heller,Audio Fiction,2021-08-01
4,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-08-01
5,,9781984845344,Random House Audio,MALIBU RISING,Taylor Jenkins Reid,Audio Fiction,2021-08-01
6,,9781797122205,Simon & Schuster Audio,BLACK ICE,Brad Thor,Audio Fiction,2021-08-01
7,0062835033,9780062835031,HarperAudio,THE CELLIST,Daniel Silva,Audio Fiction,2021-08-01
8,,9781504780292,Blackstone,FALSE WITNESS,Karin Slaughter,Audio Fiction,2021-08-01
9,,9781427201447,Macmillan Audio,DUNE,Frank Herbert,Audio Fiction,2021-08-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-08-01
11,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-08-01
12,1549135198,9781549135194,Hachette Audio,THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Audio Fiction,2021-08-01
13,,9780593346808,Penguin Audio,PEOPLE WE MEET ON VACATION,Emily Henry,Audio Fiction,2021-08-01
14,,9781797128221,Simon & Schuster Audio,FALLING,T.J. Newman,Audio Fiction,2021-08-01
15,,9781508236610,Simon & Schuster Audio,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Audio Fiction,2021-08-01
1,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-07-01
2,,9781797123196,Simon & Schuster Audio,THE LAST THING HE TOLD ME,Laura Dave,Audio Fiction,2021-07-01
3,,9781984845344,Random House Audio,MALIBU RISING,Taylor Jenkins Reid,Audio Fiction,2021-07-01
4,1549135198,9781549135194,Hachette Audio,THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Audio Fiction,2021-07-01
5,,9781774248058,Podium Audio,BREAKAWAY,Craig Alanson,Audio Fiction,2021-07-01
6,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-07-01
7,1549117378,9781549117374,Hachette Audio,GOLDEN GIRL,Elin Hilderbrand,Audio Fiction,2021-07-01
8,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-07-01
9,0593453565,9780593453568,Random House Audio,FREED,E.L. James,Audio Fiction,2021-07-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-07-01
11,,9781488211690,Harlequin Audio,LOCAL WOMAN MISSING,Mary Kubica,Audio Fiction,2021-07-01
12,,9780593346808,Penguin Audio,PEOPLE WE MEET ON VACATION,Emily Henry,Audio Fiction,2021-07-01
13,,9781250802378,Macmillan Audio,LEGACY,Nora Roberts,Audio Fiction,2021-07-01
14,,9781250262356,Macmillan Audio,THE MAIDENS,Alex Michaelides,Audio Fiction,2021-07-01
15,,9780593408674,Random House Audio,TOM CLANCY: TARGET ACQUIRED,Don Bentley,Audio Fiction,2021-07-01
1,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-06-01
2,,9781797123196,Simon & Schuster Audio,THE LAST THING HE TOLD ME,Laura Dave,Audio Fiction,2021-06-01
3,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-06-01
4,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-06-01
5,,9780593459294,Random House Audio,SOOLEY,John Grisham,Audio Fiction,2021-06-01
6,1549135457,9781549135453,Hachette Audio,21ST BIRTHDAY,James Patterson and Maxine Paetro,Audio Fiction,2021-06-01
7,,9780593413708,Random House Audio,WHILE JUSTICE SLEEPS,Stacey Abrams,Audio Fiction,2021-06-01
8,,9781797117157,Simon & Schuster Audio,THE DEVIL'S HAND,Jack Carr,Audio Fiction,2021-06-01
9,,9781250802378,Macmillan Audio,LEGACY,Nora Roberts,Audio Fiction,2021-06-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-06-01
11,1549160583,9781549160585,Hachette Audio,A GAMBLING MAN,David Baldacci,Audio Fiction,2021-06-01
12,0062943499,9780062943491,HarperAudio,THE ROSE CODE,Kate Quinn,Audio Fiction,2021-06-01
13,,9780593346808,Penguin Audio,PEOPLE WE MEET ON VACATION,Emily Henry,Audio Fiction,2021-06-01
14,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-06-01
15,,9781797122106,Simon & Schuster Audio,THAT SUMMER,Jennifer Weiner,Audio Fiction,2021-06-01
1,,9781797117157,Simon & Schuster Audio,THE DEVIL'S HAND,Jack Carr,Audio Fiction,2021-05-01
2,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-05-01
3,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-05-01
4,,9780593348208,Penguin Audio,OCEAN PREY,John Sandford,Audio Fiction,2021-05-01
5,1549160583,9781549160585,Hachette Audio,A GAMBLING MAN,David Baldacci,Audio Fiction,2021-05-01
6,,9781508251200,Simon & Schuster Audio,THE TERMINAL LIST,Jack Carr,Audio Fiction,2021-05-01
7,,9780593459294,Random House Audio,SOOLEY,John Grisham,Audio Fiction,2021-05-01
8,0062943499,9780062943491,HarperAudio,THE ROSE CODE,Kate Quinn,Audio Fiction,2021-05-01
9,,9780593396889,Random House Audio,THRAWN ASCENDANCY: GREATER GOOD,Timothy Zahn,Audio Fiction,2021-05-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-05-01
11,,9781797121758,Simon & Schuster Audio,LATER,Stephen King,Audio Fiction,2021-05-01
12,,9781543661262,Brilliance Audio,WIN,Harlan Coben,Audio Fiction,2021-05-01
13,,DBKADBL053923,Audible Studios,BLOODLINE,Will Wight,Audio Fiction,2021-05-01
14,150826774X,9781508267744,Simon & Schuster Audio,TRUE BELIEVER,Jack Carr,Audio Fiction,2021-05-01
15,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-05-01
1,,9781797121758,Simon & Schuster Audio,LATER,Stephen King,Audio Fiction,2021-04-01
2,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-04-01
3,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-04-01
4,,9781797119205,Simon & Schuster Audio,LIFE AFTER DEATH,Sister Souljah,Audio Fiction,2021-04-01
5,,9781543661262,Brilliance Audio,WIN,Harlan Coben,Audio Fiction,2021-04-01
6,0062943499,9780062943491,HarperAudio,THE ROSE CODE,Kate Quinn,Audio Fiction,2021-04-01
7,,9780593349298,Random House Audio,KLARA AND THE SUN,Kazuo Ishiguro,Audio Fiction,2021-04-01
8,1423325052,9781423325055,Brilliance Audio,FIREFLY LANE,Kristin Hannah,Audio Fiction,2021-04-01
9,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-04-01
10,,9780593347300,Penguin Audio,WILD SIGN,Patricia Briggs,Audio Fiction,2021-04-01
11,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-04-01
12,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-04-01
13,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-04-01
14,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-04-01
15,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2021-04-01
1,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-03-01
2,1423325052,9781423325055,Brilliance Audio,FIREFLY LANE,Kristin Hannah,Audio Fiction,2021-03-01
3,,9781250787828,Macmillan Audio,FAITHLESS IN DEATH,J.D. Robb,Audio Fiction,2021-03-01
4,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-03-01
5,,9781980085720,Recorded Books,A COURT OF SILVER FLAMES,Sarah J. Maas,Audio Fiction,2021-03-01
6,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-03-01
7,,9781501940781,Recorded Books,THE VISCOUNT WHO LOVED ME,Julia Quinn,Audio Fiction,2021-03-01
8,,9780593394885,Penguin Audio,THE SANATORIUM,Sarah Pearse,Audio Fiction,2021-03-01
9,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-03-01
10,,9781501938788,Recorded Books,THE DUKE AND I,Julia Quinn,Audio Fiction,2021-03-01
11,,9781501955846,Recorded Books,ROMANCING MISTER BRIDGERTON,Julia Quinn,Audio Fiction,2021-03-01
12,,9781501946127,Recorded Books,AN OFFER FROM A GENTLEMAN,Julia Quinn,Audio Fiction,2021-03-01
13,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-03-01
14,,DBKADBL053199,Audible Studios,RELENTLESS,Mark Greaney,Audio Fiction,2021-03-01
15,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-03-01
1,,9781501938788,Recorded Books,THE DUKE AND I,Julia Quinn,Audio Fiction,2021-02-01
2,,9780593215500,Random House Audio,STAR WARS: LIGHT OF THE JEDI,Charles Soule,Audio Fiction,2021-02-01
3,,9781501940781,Recorded Books,THE VISCOUNT WHO LOVED ME,Julia Quinn,Audio Fiction,2021-02-01
4,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-02-01
5,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-02-01
6,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-02-01
7,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-02-01
8,,9781501946127,Recorded Books,AN OFFER FROM A GENTLEMAN,Julia Quinn,Audio Fiction,2021-02-01
9,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-02-01
10,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2021-02-01
11,,9780307987570,Random House Audio,THE STAND,Stephen King,Audio Fiction,2021-02-01
12,,9781501955846,Recorded Books,ROMANCING MISTER BRIDGERTON,Julia Quinn,Audio Fiction,2021-02-01
13,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-02-01
14,1549142283,9781549142284,Hachette Audio,THE SCORPION'S TAIL,Douglas Preston and Lincoln Child,Audio Fiction,2021-02-01
15,,9780593289358,Penguin Audio,THE PUSH,Ashley Audrain,Audio Fiction,2021-02-01
1,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-01-01
2,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-01-01
3,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-01-01
4,,9781250759788,Macmillan Audio,RHYTHM OF WAR,Brandon Sanderson,Audio Fiction,2021-01-01
5,,9781774246320,Podium Audio,BRUSHFIRE,Craig Alanson,Audio Fiction,2021-01-01
6,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-01-01
7,,9780593168554,Random House Audio,A TIME FOR MERCY,John Grisham,Audio Fiction,2021-01-01
8,,9780307987570,Random House Audio,THE STAND,Stephen King,Audio Fiction,2021-01-01
9,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2021-01-01
10,1478999322,9781478999324,Hachette Audio,DAYLIGHT,David Baldacci,Audio Fiction,2021-01-01
11,,9781250770301,Macmillan Audio,THE AWAKENING,Nora Roberts,Audio Fiction,2021-01-01
12,,9781501938788,Recorded Books,THE DUKE AND I,Julia Quinn,Audio Fiction,2021-01-01
13,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-01-01
14,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-01-01
15,,9780307913159,Random House Audio,READY PLAYER ONE,Ernest Cline,Audio Fiction,2021-01-01
1,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2020-12-01
2,,9781250759788,Macmillan Audio,RHYTHM OF WAR,Brandon Sanderson,Audio Fiction,2020-12-01
3,1549129007,9781549129001,Hachette Audio,THE LAW OF INNOCENCE,Michael Connelly,Audio Fiction,2020-12-01
4,,9780593168554,Random House Audio,A TIME FOR MERCY,John Grisham,Audio Fiction,2020-12-01
5,,9781797113081,Simon & Schuster Audio,FORTUNE AND GLORY,Janet Evanovich,Audio Fiction,2020-12-01
6,,9780593339725,Random House Audio,THE SENTINEL,Lee Child and Andrew Child,Audio Fiction,2020-12-01
7,1478999322,9781478999324,Hachette Audio,DAYLIGHT,David Baldacci,Audio Fiction,2020-12-01
8,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2020-12-01
9,,9781250770301,Macmillan Audio,THE AWAKENING,Nora Roberts,Audio Fiction,2020-12-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-12-01
11,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2020-12-01
12,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2020-12-01
13,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2020-12-01
14,,9780593287378,Random House Audio,TOM CLANCY: SHADOW OF THE DRAGON,Marc Cameron,Audio Fiction,2020-12-01
15,1478992670,9781478992677,Hachette Audio,THE RETURN,Nicholas Sparks,Audio Fiction,2020-12-01
1,,9780593168554,Random House Audio,A TIME FOR MERCY,John Grisham,Audio Fiction,2020-11-01
2,,9781984838032,Penguin Audio,THE SEARCHER,Tana French,Audio Fiction,2020-11-01
3,,9780593339725,Random House Audio,THE SENTINEL,Lee Child and Andrew Child,Audio Fiction,2020-11-01
4,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2020-11-01
5,1478992670,9781478992677,Hachette Audio,THE RETURN,Nicholas Sparks,Audio Fiction,2020-11-01
6,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2020-11-01
7,,DORORIG000029,Audible Originals,HEAVEN'S RIVER,Dennis E Taylor,Audio Fiction,2020-11-01
8,1478947713,9781478947714,Hachette Audio,TROUBLES IN PARADISE,Elin Hilderbrand,Audio Fiction,2020-11-01
9,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-11-01
10,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2020-11-01
11,,9780593289648,Penguin Audio,THE EVENING AND THE MORNING,Ken Follett,Audio Fiction,2020-11-01
12,,9781427201447,Macmillan Audio,DUNE,Frank Herbert,Audio Fiction,2020-11-01
13,,9780593343050,Penguin Audio,BATTLE GROUND,Jim Butcher,Audio Fiction,2020-11-01
14,006303350X,9780063033504,HarperAudio,LEAVE THE WORLD BEHIND,Rumaan Alam,Audio Fiction,2020-11-01
15,,9781797111292,Simon & Schuster Audio,INVISIBLE GIRL,Lisa Jewell,Audio Fiction,2020-11-01
1,,9780593343050,Penguin Audio,BATTLE GROUND,Jim Butcher,Audio Fiction,2020-10-01
2,,9781427201447,Macmillan Audio,DUNE,Frank Herbert,Audio Fiction,2020-10-01
3,,9780593289648,Penguin Audio,THE EVENING AND THE MORNING,Ken Follett,Audio Fiction,2020-10-01
4,1549157736,9781549157738,Hachette Audio,TROUBLED BLOOD,Robert Galbraith,Audio Fiction,2020-10-01
5,,DORORIG000029,Audible Originals,HEAVEN'S RIVER,Dennis E Taylor,Audio Fiction,2020-10-01
6,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2020-10-01
7,,9781797111278,Simon & Schuster Audio,VINCE FLYNN: TOTAL POWER,Kyle Mills,Audio Fiction,2020-10-01
8,,9781250760616,Macmillan Audio,ALL THE DEVILS ARE HERE,Louise Penny,Audio Fiction,2020-10-01
9,,9781250760487,Macmillan Audio,SHADOWS IN DEATH,J.D. Robb,Audio Fiction,2020-10-01
10,,9780593215388,Random House Audio,THRAWN ASCENDANCY: CHAOS RISING,Timothy Zahn,Audio Fiction,2020-10-01
11,,DORORIG000747,Audible Originals,THE SANDMAN,Neil Gaiman and Dirk Maggs,Audio Fiction,2020-10-01
12,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-10-01
13,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2020-10-01
14,1478992670,9781478992677,Hachette Audio,THE RETURN,Nicholas Sparks,Audio Fiction,2020-10-01
15,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2020-10-01
1,,DORORIG000747,Audible Originals,THE SANDMAN,Neil Gaiman and Dirk Maggs,Audio Fiction,2020-09-01
2,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2020-09-01
3,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-09-01
4,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2020-09-01
5,,9781774243619,Podium,CRITICAL MASS,Craig Alanson,Audio Fiction,2020-09-01
6,,9781504780223,Blackstone,THE SILENT WIFE,Karin Slaughter,Audio Fiction,2020-09-01
7,,9780593210000,Random House Audio,PRETTY THINGS,Janelle Brown,Audio Fiction,2020-09-01
8,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-09-01
9,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-09-01
10,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-09-01
11,1549184466,9781549184468,Hachette Audio,THE SUMMER HOUSE,James Patterson and Brendan DuBois,Audio Fiction,2020-09-01
12,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2020-09-01
13,,9781797111643,Simon & Schuster Audio,A PRIVATE CATHEDRAL,James Lee Burke,Audio Fiction,2020-09-01
14,154911736X,9781549117367,Hachette Audio,28 SUMMERS,Elin Hilderbrand,Audio Fiction,2020-09-01
15,,9781488205842,Harlequin Audio,THE THINGS WE CANNOT SAY,Kelly Rimmer,Audio Fiction,2020-09-01
1,,DORORIG000747,Audible Originals,THE SANDMAN,Neil Gaiman and Dirk Maggs,Audio Fiction,2020-08-01
2,,9780593290705,Penguin Audio,PEACE TALKS,Jim Butcher,Audio Fiction,2020-08-01
3,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2020-08-01
4,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-08-01
5,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2020-08-01
6,0062835025,9780062835024,HarperAudio,THE ORDER,Daniel Silva,Audio Fiction,2020-08-01
7,1549184466,9781549184468,Hachette Audio,THE SUMMER HOUSE,James Patterson and Brendan DuBois,Audio Fiction,2020-08-01
8,154911736X,9781549117367,Hachette Audio,28 SUMMERS,Elin Hilderbrand,Audio Fiction,2020-08-01
9,,9780593210000,Random House Audio,PRETTY THINGS,Janelle Brown,Audio Fiction,2020-08-01
