rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
17,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-03-24
18,0446571822,9780446571821,"Little, Brown & Company",11TH HOUR,James Patterson and Maxine Paetro,Combined Print Fiction,2013-03-24
19,1420118536,9781420118537,Kensington Publishing,YOU DON’T WANT TO KNOW,Lisa Jackson,Combined Print Fiction,2013-03-24
20,0786963646,9780786963645,Wizards of the Coast,THE LAST THRESHOLD,R A Salvatore,Combined Print Fiction,2013-03-24
1,0399158820,9780399158827,Penguin Group,CALCULATED IN DEATH,J D Robb,Combined Print Fiction,2013-03-17
2,1439102767,9781439102763,Atria/Emily Bestler Books,THE STORYTELLER,Jodi Picoult,Combined Print Fiction,2013-03-17
3,0316097519,9780316097512,"Little, Brown & Company","ALEX CROSS, RUN",James Patterson,Combined Print Fiction,2013-03-17
4,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-17
5,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-03-17
6,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-03-17
7,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-03-17
8,0307273571,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,2013-03-17
9,0446572985,9780446572989,Grand Central Publishing,THE INNOCENT,David Baldacci,Combined Print Fiction,2013-03-17
10,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-03-17
11,044024613X,9780440246138,Random House Publishing,DEFENDING JACOB,William Landay,Combined Print Fiction,2013-03-17
12,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-03-17
13,0062078119,9780062078117,HarperCollins Publishers,IMMORTAL EVER AFTER,Lynsay Sands,Combined Print Fiction,2013-03-17
14,0446571822,9780446571821,"Little, Brown & Company",11TH HOUR,James Patterson and Maxine Paetro,Combined Print Fiction,2013-03-17
15,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-03-17
16,0758280343,9780758280343,Kensington Publishing,RED VELVET CUPCAKE MURDER,Joanne Fluke,Combined Print Fiction,2013-03-17
17,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-03-17
18,1420118536,9781420118537,Kensington Publishing,YOU DON’T WANT TO KNOW,Lisa Jackson,Combined Print Fiction,2013-03-17
19,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-03-17
20,0451233964,9780451233967,Penguin Group,STAY CLOSE,Harlan Coben,Combined Print Fiction,2013-03-17
1,0316097519,9780316097512,"Little, Brown & Company","ALEX CROSS, RUN",James Patterson,Combined Print Fiction,2013-03-10
2,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-10
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-03-10
4,0307273571,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,2013-03-10
5,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-03-10
6,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-03-10
7,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-03-10
8,0451233964,9780451233967,Penguin Group,STAY CLOSE,Harlan Coben,Combined Print Fiction,2013-03-10
9,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-03-10
10,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-03-10
11,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-03-10
12,0345505735,9780345505736,Random House Publishing,GUILT,Jonathan Kellerman,Combined Print Fiction,2013-03-10
13,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-03-10
14,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-03-10
15,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-03-10
16,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-03-10
17,0770437850,9780770437855,Crown Publishing,THE DINNER,Herman Koch,Combined Print Fiction,2013-03-10
18,0345525558,9780345525550,Random House Publishing,THE LANGUAGE OF FLOWERS,Vanessa Diffenbaugh,Combined Print Fiction,2013-03-10
19,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-03-10
20,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-03-10
1,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-03
2,0307273571,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,2013-03-03
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-03-03
4,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-03-03
5,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-03-03
6,0345505735,9780345505736,Random House Publishing,GUILT,Jonathan Kellerman,Combined Print Fiction,2013-03-03
7,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-03-03
8,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-03-03
9,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-03-03
10,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-03-03
11,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-03-03
12,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-03-03
13,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-03-03
14,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-03-03
15,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-03-03
16,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-03-03
17,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-03-03
18,0525953078,9780525953074,Penguin Group,TOUCH AND GO,Lisa Gardner,Combined Print Fiction,2013-03-03
19,0770437850,9780770437855,Crown Publishing Group,THE DINNER,Herman Koch,Combined Print Fiction,2013-03-03
20,039915972X,9780399159725,Penguin Group,THE NIGHT RANGER,Alex Berenson,Combined Print Fiction,2013-03-03
1,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-02-24
2,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-02-24
3,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-02-24
4,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-02-24
5,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-02-24
6,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-02-24
7,0525953078,9780525953074,Penguin Group,TOUCH AND GO,Lisa Gardner,Combined Print Fiction,2013-02-24
8,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-02-24
9,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-02-24
10,0345530888,9780345530882,Random House Publishing,UNTIL THE END OF TIME,Danielle Steel,Combined Print Fiction,2013-02-24
11,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-02-24
12,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-02-24
13,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-02-24
14,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-02-24
15,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-02-24
16,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-02-24
17,0440245222,9780440245223,Random House Publishing,BETRAYAL,Danielle Steel,Combined Print Fiction,2013-02-24
18,0425267040,9780425267042,Penguin Group,RUSH,Maya Banks,Combined Print Fiction,2013-02-24
19,0446571865,9780446571869,"Little, Brown & Company",KILL ME IF YOU CAN,James Patterson and Marshall Karp,Combined Print Fiction,2013-02-24
20,1439165319,9781439165317,Simon & Schuster,A DEEPER LOVE INSIDE,Sister Souljah,Combined Print Fiction,2013-02-24
1,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-02-17
2,0345530888,9780345530882,Random House Publishing,UNTIL THE END OF TIME,Danielle Steel,Combined Print Fiction,2013-02-17
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-02-17
4,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-02-17
5,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-02-17
6,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-02-17
7,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-02-17
8,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-02-17
9,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-02-17
10,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-02-17
11,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-02-17
12,1439165319,9781439165317,Simon & Schuster,A DEEPER LOVE INSIDE,Sister Souljah,Combined Print Fiction,2013-02-17
13,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-02-17
14,0385344031,9780385344036,Random House Publishing,SPEAKING FROM AMONG THE BONES,Alan Bradley,Combined Print Fiction,2013-02-17
15,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-02-17
16,0446553972,9780446553971,Grand Central Publishing,THE FIFTH ASSASSIN,Brad Meltzer,Combined Print Fiction,2013-02-17
17,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-02-17
18,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-02-17
19,0440245222,9780440245223,Random House Publishing,BETRAYAL,Danielle Steel,Combined Print Fiction,2013-02-17
20,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-02-17
1,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-02-10
2,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-02-10
3,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-02-10
4,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-02-10
5,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-02-10
6,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-02-10
7,0061957917,9780061957918,HarperCollins Publishers,EVER AFTER,Kim Harrison,Combined Print Fiction,2013-02-10
8,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-02-10
9,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-02-10
10,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-02-10
11,0446553972,9780446553971,Grand Central Publishing,THE FIFTH ASSASSIN,Brad Meltzer,Combined Print Fiction,2013-02-10
12,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-02-10
13,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-02-10
14,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-02-10
15,145164020X,9781451640205,Simon & Schuster,THE THIRD BULLET,Stephen Hunter,Combined Print Fiction,2013-02-10
16,0446571784,9780446571784,Grand Central,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro,Combined Print Fiction,2013-02-10
17,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2013-02-10
18,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2013-02-10
19,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-02-10
20,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-02-10
1,0316154695,9780316154697,"Little, Brown",LET'S EXPLORE DIABETES WITH OWLS,David Sedaris,Combined Print Nonfiction,current
2,0385349947,9780385349949,Knopf,LEAN IN,Sheryl Sandberg with Nell Scovell,Combined Print Nonfiction,current
3,1451695195,9781451695199,Simon & Schuster,PROOF OF HEAVEN,Eben Alexander,Combined Print Nonfiction,current
4,1594204217,9781594204210,Penguin Press,COOKED,Michael Pollan,Combined Print Nonfiction,current
5,0307476073,9780307476074,Vintage,WILD,Cheryl Strayed,Combined Print Nonfiction,current
6,1250024978,9781250024978,St. Martin's,TRIDENT K9 WARRIORS,Michael Ritland with Gary Brozek,Combined Print Nonfiction,current
7,1476711879,9781476711874,Howard,WAKING UP IN HEAVEN,Crystal McVea,Combined Print Nonfiction,current
8,0310330912,9780310330912,Zondervan,AMERICA THE BEAUTIFUL,Ben C Carson and Candy Carson,Combined Print Nonfiction,current
9,156858671X,9781568586717,Nation,DIRTY WARS,Jeremy Scahill,Combined Print Nonfiction,current
10,1476706417,9781476706412,Simon & Schuster,CARRIE AND ME,Carol Burnett,Combined Print Nonfiction,current
11,0062238868,9780062238863,Harper,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Combined Print Nonfiction,current
12,1401943411,9781401943417,Hay House,MY NEXT STEP,Dave Liniger with Laura Morton,Combined Print Nonfiction,current
13,0307352153,9780307352156,Broadway,QUIET,Susan Cain,Combined Print Nonfiction,current
14,0307957136,9780307957139,Knopf,THE NEW DIGITAL AGE,Eric Schmidt and Jared Cohen,Combined Print Nonfiction,current
15,1594204802,9781594204807,Penguin Press,WAY OF THE KNIFE,Mark Mazzetti,Combined Print Nonfiction,current
16,0393081575,9780393081572,Norton,GULP,Mary Roach,Combined Print Nonfiction,current
17,147670354X,9781476703541,Howard,DUCK COMMANDERS,Willie and Korie Robertson with Mark Schlabach,Combined Print Nonfiction,current
18,0374533555,9780374533557,"Farrar, Straus & Giroux","THINKING, FAST AND SLOW",Daniel Kahneman,Combined Print Nonfiction,current
19,1451674775,9781451674774,Gallery,I'LL SEE YOU AGAIN,Jackie Hance with Janice Kaplan,Combined Print Nonfiction,current
20,1400064163,9781400064168,Random House,UNBROKEN,Laura Hillenbrand,Combined Print Nonfiction,current
1,0385349947,9780385349949,Knopf,LEAN IN,Sheryl Sandberg with Nell Scovell,Combined Print Nonfiction,2013-05-05
2,1451695195,9781451695199,Simon & Schuster,PROOF OF HEAVEN,Eben Alexander,Combined Print Nonfiction,2013-05-05
3,111845295X,9781118452950,Jossey-Bass,ATHENA DOCTRINE,John Gerzema and Michael D’Antonio,Combined Print Nonfiction,2013-05-05
4,0307476073,9780307476074,Vintage,WILD,Cheryl Strayed,Combined Print Nonfiction,2013-05-05
5,0062238868,9780062238863,Harper,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Combined Print Nonfiction,2013-05-05
6,0310330912,9780310330912,Zondervan,AMERICA THE BEAUTIFUL,Ben C Carson and Candy Carson,Combined Print Nonfiction,2013-05-05
7,0393081575,9780393081572,Norton,GULP,Mary Roach,Combined Print Nonfiction,2013-05-05
8,0307352153,9780307352156,Broadway,QUIET,Susan Cain,Combined Print Nonfiction,2013-05-05
9,0062213652,9780062213655,Morrow,UNSINKABLE,Debbie Reynolds and Dorian Hannaway,Combined Print Nonfiction,2013-05-05
10,1594204802,9781594204807,Penguin Press,WAY OF THE KNIFE,Mark Mazzetti,Combined Print Nonfiction,2013-05-05
11,0670026557,9780670026555,Viking,GIVE AND TAKE,Adam Grant,Combined Print Nonfiction,2013-05-05
12,0374533555,9780374533557,"Farrar, Straus & Giroux","THINKING, FAST AND SLOW",Daniel Kahneman,Combined Print Nonfiction,2013-05-05
13,1400064163,9781400064168,Random House,UNBROKEN,Laura Hillenbrand,Combined Print Nonfiction,2013-05-05
14,1586489127,9781586489120,PublicAffairs,GREAT DEFORMATION,David Stockman,Combined Print Nonfiction,2013-05-05
15,0312381042,9780312381042,St. Martin's Press,MY WAY,Paul Anka with David Dalton,Combined Print Nonfiction,2013-05-05
16,0805096663,9780805096668,Holt,KILLING KENNEDY,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,2013-05-05
17,1400066115,9781400066117,Random House,MOM & ME & MOM,Maya Angelou,Combined Print Nonfiction,2013-05-05
18,0307594882,9780307594884,Knopf,MY BELOVED WORLD,Sonia Sotomayor,Combined Print Nonfiction,2013-05-05
19,0849946158,9780849946158,Thomas Nelson,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,Combined Print Nonfiction,2013-05-05
20,1400069807,9781400069804,Random House,SALT SUGAR FAT,Michael Moss,Combined Print Nonfiction,2013-05-05
1,0385349947,9780385349949,Knopf Doubleday Publishing,LEAN IN,Sheryl Sandberg with Nell Scovell,Combined Print Nonfiction,2013-04-28
2,1451695195,9781451695199,Simon & Schuster,PROOF OF HEAVEN,Eben Alexander,Combined Print Nonfiction,2013-04-28
3,0307476073,9780307476074,Knopf Doubleday Publishing,WILD,Cheryl Strayed,Combined Print Nonfiction,2013-04-28
4,0670026557,9780670026555,Penguin Group,GIVE AND TAKE,Adam Grant,Combined Print Nonfiction,2013-04-28
5,0310330912,9780310330912,Zondervan,AMERICA THE BEAUTIFUL,Ben C Carson and Candy Carson,Combined Print Nonfiction,2013-04-28
6,0062238868,9780062238863,HarperCollins Publishers,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Combined Print Nonfiction,2013-04-28
7,0393081575,9780393081572,Norton,GULP,Mary Roach,Combined Print Nonfiction,2013-04-28
8,0307352153,9780307352156,Crown Publishing,QUIET,Susan Cain,Combined Print Nonfiction,2013-04-28
9,0062213652,9780062213655,HarperCollins Publishers,UNSINKABLE,Debbie Reynolds and Dorian Hannaway,Combined Print Nonfiction,2013-04-28
10,1594204802,9781594204807,Penguin Group,WAY OF THE KNIFE,Mark Mazzetti,Combined Print Nonfiction,2013-04-28
11,0312381042,9780312381042,St. Martin's Press,MY WAY,Paul Anka with David Dalton,Combined Print Nonfiction,2013-04-28
12,0374533555,9780374533557,"Farrar, Straus & Giroux","THINKING, FAST AND SLOW",Daniel Kahneman,Combined Print Nonfiction,2013-04-28
13,1586489127,9781586489120,PublicAffairs,GREAT DEFORMATION,David Stockman,Combined Print Nonfiction,2013-04-28
14,0307594882,9780307594884,Knopf Doubleday Publishing,MY BELOVED WORLD,Sonia Sotomayor,Combined Print Nonfiction,2013-04-28
15,1400069807,9781400069804,Random House Publishing,SALT SUGAR FAT,Michael Moss,Combined Print Nonfiction,2013-04-28
16,0425252868,9780425252864,Penguin Group,A HIGHER CALL,Adam Makos with Larry Alexander,Combined Print Nonfiction,2013-04-28
17,0805096663,9780805096668,Holt,KILLING KENNEDY,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,2013-04-28
18,0385346875,9780385346870,Crown Publishing,SUM IT UP,Pat Head Summitt with Sally Jenkins,Combined Print Nonfiction,2013-04-28
19,1400066115,9781400066117,Random House Publishing,MOM & ME & MOM,Maya Angelou,Combined Print Nonfiction,2013-04-28
20,1476706417,9781476706412,Simon & Schuster,CARRIE AND ME,Carol Burnett,Combined Print Nonfiction,2013-04-28
1,0385349947,9780385349949,Knopf Doubleday Publishing,LEAN IN,Sheryl Sandberg with Nell Scovell,Combined Print Nonfiction,2013-04-21
2,1451695195,9781451695199,Simon & Schuster,PROOF OF HEAVEN,Eben Alexander,Combined Print Nonfiction,2013-04-21
3,0310330912,9780310330912,Zondervan,AMERICA THE BEAUTIFUL,Ben C Carson and Candy Carson,Combined Print Nonfiction,2013-04-21
4,0307476073,9780307476074,Knopf Doubleday Publishing,WILD,Cheryl Strayed,Combined Print Nonfiction,2013-04-21
5,0062238868,9780062238863,HarperCollins Publishers,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Combined Print Nonfiction,2013-04-21
6,0393081575,9780393081572,Norton,GULP,Mary Roach,Combined Print Nonfiction,2013-04-21
7,1451697244,9781451697247,Scribner,"CARRY ON, WARRIOR",Glennon Doyle Melton,Combined Print Nonfiction,2013-04-21
8,0374533555,9780374533557,"Farrar, Straus & Giroux","THINKING, FAST AND SLOW",Daniel Kahneman,Combined Print Nonfiction,2013-04-21
9,1586489127,9781586489120,PublicAffairs,GREAT DEFORMATION,David Stockman,Combined Print Nonfiction,2013-04-21
10,0230342116,9780230342118,Palgrave Macmillan,SECRETS OF SILICON VALLEY,Deborah Perry Piscione,Combined Print Nonfiction,2013-04-21
11,0307352153,9780307352156,Crown Publishing,QUIET,Susan Cain,Combined Print Nonfiction,2013-04-21
12,1400069807,9781400069804,Random House Publishing,SALT SUGAR FAT,Michael Moss,Combined Print Nonfiction,2013-04-21
13,0062213652,9780062213655,HarperCollins Publishers,UNSINKABLE,Debbie Reynolds and Dorian Hannaway,Combined Print Nonfiction,2013-04-21
14,1400066115,9781400066117,Random House Publishing,MOM & ME & MOM,Maya Angelou,Combined Print Nonfiction,2013-04-21
15,0385346875,9780385346870,Crown Publishing,SUM IT UP,Pat Head Summitt with Sally Jenkins,Combined Print Nonfiction,2013-04-21
16,054784865X,9780547848655,Houghton Mifflin Harcourt,CLEAN,David Sheff,Combined Print Nonfiction,2013-04-21
17,0805096663,9780805096668,Holt,KILLING KENNEDY,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,2013-04-21
18,0425252868,9780425252864,Penguin Group,A HIGHER CALL,Adam Makos with Larry Alexander,Combined Print Nonfiction,2013-04-21
19,1451617526,9781451617528,Touchstone,THE GIRLS OF ATOMIC CITY,Denise Kiernan,Combined Print Nonfiction,2013-04-21
20,147670354X,9781476703541,Howard Books,DUCK COMMANDERS,Willie and Korie Robertson with Mark Schlabach,Combined Print Nonfiction,2013-04-21
1,0385349947,9780385349949,Knopf Doubleday Publishing,LEAN IN,Sheryl Sandberg with Nell Scovell,Combined Print Nonfiction,2013-04-14
2,1451695195,9781451695199,Simon & Schuster,PROOF OF HEAVEN,Eben Alexander,Combined Print Nonfiction,2013-04-14
3,0310330912,9780310330912,Zondervan,AMERICA THE BEAUTIFUL,Ben C Carson and Candy Carson,Combined Print Nonfiction,2013-04-14
4,0062238868,9780062238863,HarperCollins Publishers,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Combined Print Nonfiction,2013-04-14
5,0307476073,9780307476074,Knopf Doubleday Publishing,WILD,Cheryl Strayed,Combined Print Nonfiction,2013-04-14
6,0307352153,9780307352156,Crown Publishing,QUIET,Susan Cain,Combined Print Nonfiction,2013-04-14
7,1400069807,9781400069804,Random House Publishing,SALT SUGAR FAT,Michael Moss,Combined Print Nonfiction,2013-04-14
8,0385346875,9780385346870,Crown Publishing,SUM IT UP,Pat Head Summitt with Sally Jenkins,Combined Print Nonfiction,2013-04-14
9,0805096663,9780805096668,Holt,KILLING KENNEDY,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,2013-04-14
10,0307594882,9780307594884,Knopf Doubleday Publishing,MY BELOVED WORLD,Sonia Sotomayor,Combined Print Nonfiction,2013-04-14
11,0525953728,9780525953722,Penguin Group,NO EASY DAY,Mark Owen with Kevin Maurer,Combined Print Nonfiction,2013-04-14
12,1476714789,9781476714783,Simon & Schuster,SOUNDTRACK OF MY LIFE,Clive Davis with Anthony DeCurtis,Combined Print Nonfiction,2013-04-14
13,0849946158,9780849946158,Thomas Nelson,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,Combined Print Nonfiction,2013-04-14
14,1400064163,9781400064168,Random House Publishing,UNBROKEN,Laura Hillenbrand,Combined Print Nonfiction,2013-04-14
15,0425252868,9780425252864,Penguin Group,A HIGHER CALL,Adam Makos with Larry Alexander,Combined Print Nonfiction,2013-04-14
16,1400069742,9781400069743,Random House Publishing,THOSE ANGRY DAYS,Lynne Olson,Combined Print Nonfiction,2013-04-14
17,0316056898,9780316056892,"Little, Brown & Company",BOSSYPANTS,Tina Fey,Combined Print Nonfiction,2013-04-14
18,0805093079,9780805093070,Holt,KILLING LINCOLN,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,2013-04-14
19,147670354X,9781476703541,Howard Books,DUCK COMMANDERS,Willie and Korie Robertson with Mark Schlabach,Combined Print Nonfiction,2013-04-14
20,0425261018,9780425261019,Penguin Group,LET'S PRETEND THIS NEVER HAPPENED,Jenny Lawson,Combined Print Nonfiction,2013-04-14
1,0385349947,9780385349949,Knopf Doubleday Publishing,LEAN IN,Sheryl Sandberg with Nell Scovell,Combined Print Nonfiction,2013-04-07
2,1451695195,9781451695199,Simon & Schuster,PROOF OF HEAVEN,Eben Alexander,Combined Print Nonfiction,2013-04-07
3,0310330912,9780310330912,Zondervan,AMERICA THE BEAUTIFUL,Ben C Carson and Candy Carson,Combined Print Nonfiction,2013-04-07
